name,price,det,link
EM882S - 2 Phase Digital Stepper Driver - Leadshine® Brand,"3,950.00 EGP","Input 20~80 Vdc, Max Output Current 8.2A",/shop/em882s-em882s-2-phase-digital-stepper-driver-leadshine-r-brand-7781?page=29
SONOFF 4 Channel - WiFi DIY Smart Switch - 4CHPRO R3,"1,500.00 EGP",,/shop/sonoff-4ch-sonoff-4-channel-wifi-diy-smart-switch-4chpro-r3-7780?page=29
SONOFF 1 Channel - Basic R2 WiFi DIY Smart Switch,400.00 EGP,,/shop/sonoff-basic-r2-sonoff-1-channel-basic-r2-wifi-diy-smart-switch-7779?page=29
Liquid Pump - 2000GPH (12Vdc) Bilge Pump,"1,750.00 EGP",,/shop/sf-2000gph-liquid-pump-2000gph-12vdc-bilge-pump-7778?page=29
Liquid Pump - 1100GPH (12Vdc) Bilge Pump,950.00 EGP,,/shop/sf-1100gph-liquid-pump-1100gph-12vdc-bilge-pump-7777?page=29
AM-2320 Temperature & Humidity Calibrated Sensor,175.00 EGP,I2C and Single-bus output,/shop/sen-am2320-am-2320-temperature-humidity-calibrated-sensor-7776?page=29
Raspberry Pi 3B/4B Camera Module 5MP Rev 1.3,275.00 EGP,,/shop/rpi-cam-5mp-raspberry-pi-3b-4b-camera-module-5mp-rev-1-3-7775?page=29
"OLED 0.96"" 4pin LCD Display Module I2C IIC Communicate",160.00 EGP,OLED 0.96 inch 128x64 Pixel,/shop/oled-0-96-4pin-oled-0-96-4pin-lcd-display-module-i2c-iic-communicate-7772?page=29
Electrical Magnet 12Vdc 4W - Lifting Magnet 5Kg Holding,285.00 EGP,No description,/shop/mg-electric-12vdc-5kg-electrical-magnet-12vdc-4w-lifting-magnet-5kg-holding-7771?page=29
Neodymium Magnet - Rectangle Strip 20x15x2 mm,20.00 EGP,No description,/shop/mg-rectangle-20x15x2-neodymium-magnet-rectangle-strip-20x15x2-mm-7770?page=29
Neodymium Magnet - Cylindrical Magnet 20x15 mm,75.00 EGP,No description,/shop/mg-cylinder-17x15-neodymium-magnet-cylindrical-magnet-20x15-mm-7769?page=29
Neodymium Magnet - Rectangular Block 20x15x10 mm,60.00 EGP,,/shop/mg-cube-20x15x10-neodymium-magnet-rectangular-block-20x15x10-mm-7768?page=29
Waterproof Depth Sensor Module MS5540C,950.00 EGP,No description,/shop/kit-water-depth-waterproof-depth-sensor-module-ms5540c-7767?page=29
DC Voltage Sensor Module (SKU#VS.DC2),30.00 EGP,Voltage Detector Divider,/shop/kit-vs-dc-ii-dc-voltage-sensor-module-sku-vs-dc2-7766?page=29
MAX471 Voltage And Current Sensor Module,200.00 EGP,Consume Voltage Load Detection Module,/shop/kit-vs-cs-max471-voltage-and-current-sensor-module-7764?page=29
AC Voltage Sensor Module,100.00 EGP,Single Phase Voltage Mutual Inductor,/shop/kit-vs-ac-i-ac-voltage-sensor-module-7763?page=30
USB Type A Female Interface Board (SKU#KIT.USB1),15.00 EGP,,/shop/kit-usb1-pcb-usb-type-a-female-interface-board-sku-kit-usb1-7762?page=30
Mixly Block Coding With Arduino Starter Kit For Kids,"1,500.00 EGP",Arduino Simple & Beginner Complete Learning Kit,/shop/kit-u25-mixly-mixly-block-coding-with-arduino-starter-kit-for-kids-7761?page=30
U Disk Flash Disk Module CH376s - USB Memory Reader Module,175.00 EGP,No description,/shop/kit-u-disk-module-u-disk-flash-disk-module-ch376s-usb-memory-reader-module-7760?page=30
Delay Relay Timer Module - Trigger Delay Switch,75.00 EGP,5V-30V Delay Relay Timer Module Trigger Delay Switch Micro USB Power Adjustable Relay Module,/shop/kit-timer-delay-delay-relay-timer-module-trigger-delay-switch-7759?page=30
Industrial SMPS Triple Output +5Vdc/7A +12Vdc/1A & -12Vdc/1A Input 220Vac (T-60B),850.00 EGP,Switching Mode Power Supply,/shop/kit-smps-5v12v-12v-industrial-smps-triple-output-5vdc-7a-12vdc-1a-12vdc-1a-input-220vac-t-60b-7758?page=30
UT12D Non-Contact AC Voltage Detector,150.00 EGP,UNI-T Brand,/shop/avo-ut12d-unit-ut12d-non-contact-ac-voltage-detector-7757?page=30
Box of 320pcs/Set M3 304 Stainless Steel Hexagon Socket Head Cap Screws & Nuts (SKU#KIT.SCREW),350.00 EGP,,/shop/kit-screw-m3-box-of-320pcs-set-m3-304-stainless-steel-hexagon-socket-head-cap-screws-nuts-sku-kit-screw-7756?page=30
RC Absorption Snubber Circuit Module,50.00 EGP,RC Absorption Loop Module,/shop/kit-rc-snubber-rc-absorption-snubber-circuit-module-7755?page=30
PLC Signal Level Converter 8 Channel 24V TO 5V Optocoupler Isolation Module NPN Output,375.00 EGP,,/shop/kit-plc-24v-to-5v-8ch-plc-signal-level-converter-8-channel-24v-to-5v-optocoupler-isolation-module-npn-output-7754?page=30
U-Disk & TF Card MP3 Decoder Board Player With Amplifier,125.00 EGP,,/shop/kit-mp3-u-disk-u-disk-tf-card-mp3-decoder-board-player-with-amplifier-7753?page=30
Kit MCP2515 CAN Bus Module,225.00 EGP,With Original Chip,/shop/kit-mcp2515-kit-mcp2515-can-bus-module-7752?page=30
IR Infrared 4-pin Obstacle Avoidance (SKU#KY032),45.00 EGP,Object Detection Sensor,/shop/kit-ky032-4pin-object-ir-infrared-4-pin-obstacle-avoidance-sku-ky032-7751?page=30
Infrared Remote Control + IR Receiver Module Kit,50.00 EGP,No description,/shop/kit-ir-remote-infrared-remote-control-ir-receiver-module-kit-7750?page=30
DC 12V to AC 220V - 40W Inverter Module,95.00 EGP,No description,/shop/dc-ac-12v-40w-dc-12v-to-ac-220v-40w-inverter-module-7749?page=30
BMS 3 String 12V/10A,65.00 EGP,"Original MOSFET Transistors
18650 Cell Lithium Battery Protection Board 11.1V Current Peak 10A Over-Current Protection",/shop/bms-3s-10a-bms-3-string-12v-10a-7747?page=30
BMS 3 String 12V/25A,100.00 EGP,"Original MOSFET Transistors
18650 Cell Lithium Battery Protection Board 11.1V Current Peak 25A Over-Current Protection",/shop/bms-3s-25a-bms-3-string-12v-25a-7746?page=30
Battery Capacity Indicator / Tester LCD Panel,300.00 EGP,For Lithium & Lead-acid Batteries,/shop/panel-bat-capacity-battery-capacity-indicator-tester-lcd-panel-7745?page=30
Handheld 125KHz RFID ID Card Copier,340.00 EGP,,/shop/access-copier-125k-handheld-125khz-rfid-id-card-copier-7744?page=30
Original FTDI Chip FT-232 USB2 to Serial RS232 Converter Cable,850.00 EGP,No description,/shop/usb-to-ftdi-serial-original-ftdi-chip-ft-232-usb2-to-serial-rs232-converter-cable-7742?page=30
TS-6109 Electric Drill Stand Power Rotary Tools,650.00 EGP,With height hand control,/shop/ts6109-drill-stand-ts-6109-electric-drill-stand-power-rotary-tools-7741?page=30
TE-802 Advanced Desk Lamp Magnifying Glass 2.5x ~ 4x Third-Hand Iron Soldering Base,750.00 EGP,2.5X & 4X Magnifying,/shop/te802-magnifier-te-802-advanced-desk-lamp-magnifying-glass-2-5x-4x-third-hand-iron-soldering-base-7740?page=30
RTM-619 Star Key Wrench With Hole Set Size T10~T50 (9 Pieces),275.00 EGP,Alloy Steel 6150,/shop/rtm619-star-key-rtm-619-star-key-wrench-with-hole-set-size-t10-t50-9-pieces-7739?page=30
"DC Digital Panel Meter LCD (A, V, W) 0~50V 5A 250W",450.00 EGP,DC Voltmeter Ammeter Wattmeter,/shop/panel-dc-250w-dc-digital-panel-meter-lcd-a-v-w-0-50v-5a-250w-7737?page=30
JST248 KIT 4.8V Rechargeable Cordless Screwdriver,575.00 EGP,No description,/shop/jst248-cordless-4-8v-jst248-kit-4-8v-rechargeable-cordless-screwdriver-7736?page=30
Hot Air 996D Brushless 2 in 1 LCD,"5,950.00 EGP",Automatic Digital Soldering SMD Rework Station,/shop/hot-air-996d-hot-air-996d-brushless-2-in-1-lcd-7735?page=30
Hot Air 909D+ Multi-Function Rework Station 3 in 1,"4,950.00 EGP","Hot Air Gun, Soldering Iron & Power Supply",/shop/hot-air-909d-hot-air-909d-multi-function-rework-station-3-in-1-7734?page=30
Heat Resistance Silicone Pad 450x300mm,475.00 EGP,Soldering Repair Pad,/shop/esd-silicon-450x300-heat-resistance-silicone-pad-450x300mm-7733?page=30
LED SMD 10W High Power White,20.00 EGP,900lm 6000-6500K,/shop/led-smd-10w-led-smd-10w-high-power-white-7732?page=30
Stepper Motor (NEMA-17) 17HS4401,450.00 EGP,"Holding Torque: 0.4 N.m
Current /phase: 1.7 A",/shop/step-hs4401-stepper-motor-nema-17-17hs4401-7731?page=30
FB5311M Digital Servo Motor 360° Continuous Rotation Analog Feedback with Magnetic Encoder 15.5 kg.cm,950.00 EGP,High-Quality Servo 360 Degree Metal Gears,/shop/servo-fb5311m-360-fb5311m-digital-servo-motor-360deg-continuous-rotation-analog-feedback-with-magnetic-encoder-15-5-kg-cm-7730?page=31
Servo Motor Metal Arm Horn Round Disc Type Disc 25T,35.00 EGP,"For Servo Motors: MG995, MG996, and Similar Models",/shop/servo-horn-round-25t-servo-motor-metal-arm-horn-round-disc-type-disc-25t-7729?page=31
Encoder Incremental Rotary 360 Pulses,950.00 EGP,DC5V-24V 360P/R - AB 2 Phase 6mm Shaft,/shop/encoder-360p-encoder-incremental-rotary-360-pulses-7727?page=31
CS-RZ10M0 Closed Loop Motor (Power Cable) 10m,"1,350.00 EGP","High-quality cable for Closed Loop Stepper Motor
Leadshine® Brand",/shop/cs-cable-rz10m0-cs-rz10m0-closed-loop-motor-power-cable-10m-7726?page=31
CS-BM10M0 Closed Loop Motor (Encoder Cable) 10m,"1,350.00 EGP","High-quality cable for Closed Loop Stepper Motor
Leadshine® Brand",/shop/cs-cable-bm10m0-cs-bm10m0-closed-loop-motor-encoder-cable-10m-7725?page=31
4mm Banana Plug Silicone Wire 15A to Crocodile Alligator Clip Test Probe Cable - Black,95.00 EGP,1m cable length,/shop/wire-org-ad38-black-4mm-banana-plug-silicone-wire-15a-to-crocodile-alligator-clip-test-probe-cable-black-7723?page=31
D-SUB DB37 Female Connector - Solder Type (SKU#DB37F),25.00 EGP,No description,/shop/db37-female-d-sub-db37-female-connector-solder-type-sku-db37f-7722?page=31
Mini Solar Panel 5.2 Watt 12V/430mA,550.00 EGP,Size: 210x165 mm,/shop/sc-12v-5-2w-mini-solar-panel-5-2-watt-12v-430ma-7719?page=31
Mini Solar Panel 2 Watt 12V/165mA,375.00 EGP,Size: 136x110 mm,/shop/sc-12v-2w-mini-solar-panel-2-watt-12v-165ma-7718?page=31
Arcade Style 45mm Big Round Push Button With Red LED Light,145.00 EGP,No description,/shop/pb-arcade-45mm-12v-r-arcade-style-45mm-big-round-push-button-with-red-led-light-7717?page=31
Aluminum Heatsink HS.14 Size 45x46x17mm,125.00 EGP,With 12Vdc Cooling Fan,/shop/hs14-fan-aluminum-heatsink-hs-14-size-45x46x17mm-7714?page=31
Aluminum Heatsink HS.13 Size 40x40x11 mm,28.00 EGP,Cooler For SMD LED,/shop/hs13-aluminum-heatsink-hs-13-size-40x40x11-mm-7713?page=31
Box of Heat Shrink 530pcs/set Color,150.00 EGP,Tubing Insulation Shrinkable Tube,/shop/h-sh-set-530-color-box-of-heat-shrink-530pcs-set-color-7712?page=31
Heat Shrink for Battery 18650 RED Color,1.50 EGP,No description,/shop/h-sh-18650-heat-shrink-for-battery-18650-red-color-7711?page=31
Transistor 2N7000,2.50 EGP,N-Channel MOSFET,/shop/2n7000-transistor-2n7000-7709?page=31
UT208B True RMS Digital Clamp Meter 1000A (AC/DC),"2,750.00 EGP",UNI-T Brand,/shop/avo-ut208b-unit-ut208b-true-rms-digital-clamp-meter-1000a-ac-dc-7708?page=31
MALDINI Contact Cleaner Spray 400ml,145.00 EGP,No description,/shop/spray-maldini-dry-maldini-contact-cleaner-spray-400ml-7706?page=31
UT230B-EU Power Socket,740.00 EGP,"Power Meter Measurement
UNI-T Brand",/shop/avo-ut230b-unit-ut230b-eu-power-socket-7704?page=31
UT681L Ethernet Cable Tester,250.00 EGP,"Cable Wire Tester
UNI-T Brand",/shop/avo-ut681l-unit-ut681l-ethernet-cable-tester-7702?page=31
UT665 Borescope,"3,500.00 EGP",UNI-T Brand,/shop/avo-ut665-unit-ut665-borescope-7701?page=31
UT373 Mini Tachometer,500.00 EGP,UNI-T Brand,/shop/avo-ut373-unit-ut373-mini-tachometer-7700?page=31
UT333S Digital Temperature Humidity Meter,650.00 EGP,UNI-T Brand,/shop/avo-ut333s-unit-ut333s-digital-temperature-humidity-meter-7699?page=31
UT89X Digital Multimeter,825.00 EGP,UNI-T Brand,/shop/avo-ut89x-unit-ut89x-digital-multimeter-7698?page=31
3D Printer 5015 Radial Turbo Blower 12Vdc Fan (SKU#1014),50.00 EGP,,/shop/kit-3d-1014-3d-printer-5015-radial-turbo-blower-12vdc-fan-sku-1014-7696?page=31
3D Printer Heatbed Leveling M3 Screw With Spring and Hand Knob (SKU#3D1013),20.00 EGP,Leveling Kit – M3 Screw Spring Knob for 3D Printer,/shop/kit-3d-1013-3d-printer-heatbed-leveling-m3-screw-with-spring-and-hand-knob-sku-3d1013-7695?page=31
Lead Screw T8 Nut Housing Aluminum Bracket,125.00 EGP,For leadscrew T8,/shop/ls-nut-housing-lead-screw-t8-nut-housing-aluminum-bracket-7694?page=31
Battery 9V Power Alkaline TOSHIBA,175.00 EGP,"Toshiba 6LR61GCP BP-1 High Power Alkaline
For long-time usage",/shop/battery9v-plus-alkaline-battery-9v-power-alkaline-toshiba-7690?page=31
Tie Wrap Size 3x100mm - 1 Pack (1000 Pieces),150.00 EGP,No description,/shop/tie-w-3x100-tie-wrap-size-3x100mm-1-pack-1000-pieces-7689?page=31
"Empty Tools Box 17"" with Hang & Shelf - DY17C",550.00 EGP,"Components Organizer
Dimension: 434 x 250 x 238 mm",/shop/dy17-color-empty-tools-box-17-with-hang-shelf-dy17c-7688?page=31
"Empty Tools Box 16"" with Hang - DY16C",300.00 EGP,Dimension: 410 x 209 x 195 mm,/shop/dy16-color-empty-tools-box-16-with-hang-dy16c-7686?page=31
"Empty Tools Box 13"" with Hang - DY13C",200.00 EGP,Dimension: 320 x 165 x 136 mm,/shop/dy13-color-empty-tools-box-13-with-hang-dy13c-7685?page=32
IMU 10-DOF GY87 3-Axis Gyro + 3-Axis Acceleration + 3-Axis Magnetic Field + Air Pressure Sensor Module,475.00 EGP,MPU6050 + HMC5883L + BMP180,/shop/kit-imu-gy87-10dof-imu-10-dof-gy87-3-axis-gyro-3-axis-acceleration-3-axis-magnetic-field-air-pressure-sensor-module-7684?page=32
XH-M452 Thermostat Temperature & Humidity Control Switch Relay - Dual Output,375.00 EGP,No description,/shop/kit-hx-m452-dual-temp-hum-xh-m452-thermostat-temperature-humidity-control-switch-relay-dual-output-7683?page=32
GSR Skin Electrical Sensor Kit - Sweat Sensor,785.00 EGP,No description,/shop/kit-gsr-gsr-skin-electrical-sensor-kit-sweat-sensor-7682?page=32
Box of 300pcs 15 Values Transistors TO-92 (SKU#E49),275.00 EGP,,/shop/kit-e49-transistor-box-of-300pcs-15-values-transistors-to-92-sku-e49-7681?page=32
Box of 300pcs 10 Values Ceramic Capacitor 50V 10pF~100nF (SKU#E44),245.00 EGP,No description,/shop/kit-e44-ceramic-box-of-300pcs-10-values-ceramic-capacitor-50v-10pf-100nf-sku-e44-7680?page=32
Box of 200pcs 15 Value Electrolytic Capacitor Kit 0.1u~220uF (SKU#E39),195.00 EGP,No description,/shop/kit-e39-ecap-box-of-200pcs-15-value-electrolytic-capacitor-kit-0-1u-220uf-sku-e39-7679?page=32
SCR Dimmer 4000W 220Vac Dimming Thermostat With Digital Display For Dimming Speed,650.00 EGP,,/shop/kit-dimmer-220vac-4000w-scr-dimmer-4000w-220vac-dimming-thermostat-with-digital-display-for-dimming-speed-7678?page=32
ADS1115 - 16 Bit I2C ADC Module,350.00 EGP,4 Channel Analog to Digital Converter,/shop/kit-ads1115-adc-ads1115-16-bit-i2c-adc-module-7677?page=32
3D Printer Part 6mm Locking Spring Tensioner For RepRap MXL & GT2 Timing Belt (SKU#3D1015-6),5.00 EGP,No description,/shop/kit-3d-1015-6mm-3d-printer-part-6mm-locking-spring-tensioner-for-reprap-mxl-gt2-timing-belt-sku-3d1015-6-7676?page=32
3D Printer Part 10mm Locking Spring Tensioner For RepRap MXL & GT2 Timing Belt (SKU#3D1015-10),5.00 EGP,,/shop/kit-3d-1015-10mm-3d-printer-part-10mm-locking-spring-tensioner-for-reprap-mxl-gt2-timing-belt-sku-3d1015-10-7675?page=32
iMAX B6AC V2 Professional Balance Charger/Discharger,"3,850.00 EGP",Original SKYRC,/shop/imax-b6ac-v2-skyrc-imax-b6ac-v2-professional-balance-charger-discharger-7674?page=32
iMAX B6mini Professional Balance Charger/Discharger,"2,950.00 EGP",Original SKYRC,/shop/imax-b6-mini-skyrc-imax-b6mini-professional-balance-charger-discharger-7673?page=32
ADF4351 DDS RF Signal Generator 35MHz ~ 4.4GHz With TFT Touch Screen,"5,500.00 EGP",No description,/shop/dds-adf4351-adf4351-dds-rf-signal-generator-35mhz-4-4ghz-with-tft-touch-screen-7672?page=32
DC-DC Step Up Voltage Converter Adjustable 70W High Voltage (12~24Vdc to 200~450Vdc) SKU#DC204,550.00 EGP,Boost Converter,/shop/dc-dc-204-dc-dc-step-up-voltage-converter-adjustable-70w-high-voltage-12-24vdc-to-200-450vdc-sku-dc204-7671?page=32
DC-DC Step Down Voltage Converter Adjustable 8A XL4016 (4V~40Vdc to 1.25V~36Vdc) SKU#DC105,150.00 EGP,Buck Voltage Converter,/shop/dc-dc-105-dc-dc-step-down-voltage-converter-adjustable-8a-xl4016-4v-40vdc-to-1-25v-36vdc-sku-dc105-7670?page=32
"HKT070DTA-1C LCD 7"" TOPWAY","3,750.00 EGP",Smart TFT LCD Display RS232 800x480 With Frame,/shop/hkt070dta-1c-hkt070dta-1c-lcd-7-topway-7665?page=32
RE49 Solid State Relay SSR-25DD,225.00 EGP,25A Input 3~32Vdc / Output 5~200Vdc,/shop/re49-re49-solid-state-relay-ssr-25dd-7664?page=32
LED SMD 3W High Power White,23.00 EGP,"6000-6500K
With Heat Shink",/shop/led-smd-3w-led-smd-3w-high-power-white-7663?page=32
L293D - 4 Channel Driver H-Bridge IC,20.00 EGP,No description,/shop/l293d-l293d-4-channel-driver-h-bridge-ic-7662?page=32
XH-W3001 220Vac Programmable Temperature Controller 10A,250.00 EGP,Thermostat Control Switch Probe -50°C ~ 110°,/shop/xh-w3001-220vac-xh-w3001-220vac-programmable-temperature-controller-10a-7660?page=32
XH-W3001 12Vdc Programmable Temperature Controller 10A,250.00 EGP,Thermostat Control Switch Probe -50°C ~ 110°,/shop/xh-w3001-12vdc-xh-w3001-12vdc-programmable-temperature-controller-10a-7659?page=32
PT100 - RTD Temperature Sensor Metal Head With Cable (SKU#WIRE.PTC),125.00 EGP,Range  -200°C ~ 420°C,/shop/wire-ptc-pt100-pt100-rtd-temperature-sensor-metal-head-with-cable-sku-wire-ptc-7658?page=32
Kapton Tape Polyimide 20mm High-Temperature Heat Resistant Tape Roll 30 meter,135.00 EGP,No description,/shop/tape-kapton-20mm-kapton-tape-polyimide-20mm-high-temperature-heat-resistant-tape-roll-30-meter-7657?page=32
Kapton Tape Polyimide 10mm High-Temperature Heat Resistant Tape Roll 30 meter,95.00 EGP,,/shop/tape-kapton-10mm-kapton-tape-polyimide-10mm-high-temperature-heat-resistant-tape-roll-30-meter-7656?page=32
NFC Tags Sticker 13.56MHz,30.00 EGP,NTAG213 NFC tags RFID adhesive label sticker,/shop/tag-label-nfc-nfc-tags-sticker-13-56mhz-7655?page=32
Silicone Bumpers 12*7.5 3M,5.00 EGP,No description,/shop/si-12-7-5mm-silicone-bumpers-12-7-5-3m-7654?page=32
TT Holder for Mini DC Gearbox Motor Bracket Mount for Smart Car Robot Parts,15.00 EGP,,/shop/ro-motor-tt-holder-tt-holder-for-mini-dc-gearbox-motor-bracket-mount-for-smart-car-robot-parts-7653?page=32
Mini 90° DC Gearbox Motors Pair (2 Motors) With Back Shaft,100.00 EGP,,/shop/ro-motor-90-l-mini-90deg-dc-gearbox-motors-pair-2-motors-with-back-shaft-7651?page=32
Speed Measuring Module Encoder Disk Set For Smart Car Chassis (SKU#EN.SET),275.00 EGP,,/shop/ro-encoder-set-speed-measuring-module-encoder-disk-set-for-smart-car-chassis-sku-en-set-7650?page=32
Arduino Nano Screw Shield Project Board,80.00 EGP,,/shop/nano-screw-arduino-nano-screw-shield-project-board-7649?page=33
Raspberry Pi 3B+ Model B+,"3,850.00 EGP",No description,/shop/raspberry-pi-3b-plus-raspberry-pi-3b-model-b-7647?page=33
XH-M603 Digital LED Display Battery Charger Control Switch Protection Board Module - For 12/24Vdc Battery,250.00 EGP,Input Voltage: DC 10-30V,/shop/kit-xh-m603-xh-m603-digital-led-display-battery-charger-control-switch-protection-board-module-for-12-24vdc-battery-7646?page=33
TTP224 - 4 Digital Capacitive Touch Sensor Switch Module,65.00 EGP,No description,/shop/kit-touch-ttp224-ttp224-4-digital-capacitive-touch-sensor-switch-module-7645?page=33
TTP223 Single Digital Capacitive Touch Sensor Module,20.00 EGP,No description,/shop/kit-touch-ttp223-ttp223-single-digital-capacitive-touch-sensor-module-7644?page=33
1 Output Relay 30A Module Works on 5V Signal (SKU#SLA30),100.00 EGP,,/shop/kit-sla-30a-1relay-1-output-relay-30a-module-works-on-5v-signal-sku-sla30-7643?page=33
Box of 525 Carbon Resistors 1% Tolerance 1/4W,250.00 EGP,,/shop/kit-resistor-525-box-of-525-carbon-resistors-1-tolerance-1-4w-7642?page=33
ESP8266 WiFi 4 Relay Module,450.00 EGP,ESP-01 WiFi Module Included,/shop/kit-relay-esp-4-esp8266-wifi-4-relay-module-7641?page=33
ESP8266 WiFi 2 Relay Module,350.00 EGP,ESP-01 WiFi Module Included,/shop/kit-relay-esp-2-esp8266-wifi-2-relay-module-7640?page=33
ESP8266 WiFi 1 Relay Module,65.00 EGP,ESP8266 Module Not Included,/shop/kit-relay-esp-1-esp8266-wifi-1-relay-module-7639?page=33
QI Wireless Charging Module For Smart Phones,120.00 EGP,No description,/shop/kit-qi-charging-qi-wireless-charging-module-for-smart-phones-7638?page=33
PWM 30A Motor Speed Control Switch Manual (6Vdc to 60Vdc),750.00 EGP,With 0-100 Digital Display Stepless Speed Regulation,/shop/kit-pwm-30a-lcd-pwm-30a-motor-speed-control-switch-manual-6vdc-to-60vdc-7637?page=33
Kit MAX6675 Module for Thermocouple K Type,150.00 EGP,,/shop/kit-max6675-k-type-kit-max6675-module-for-thermocouple-k-type-7635?page=33
L298 Big Module Red Board (Dual H-Bridge Motor Driver Using L298N),140.00 EGP,No description,/shop/kit-l298-big-red-l298-big-module-red-board-dual-h-bridge-motor-driver-using-l298n-7634?page=33
IMU 9-DOF MPU-9250 9-Axis Attitude + Gyroscope + Accelerator + Magnetometer Sensor Module,750.00 EGP,,/shop/kit-imu-mpu9250-imu-9-dof-mpu-9250-9-axis-attitude-gyroscope-accelerator-magnetometer-sensor-module-7633?page=33
"Acrylic Holder for BB01 Breadboard, Arduino UNO, MEGA, or Raspberry Pi With Screws (Just Acrylic Holder)",95.00 EGP,,/shop/kit-holder-bb01-acrylic-holder-for-bb01-breadboard-arduino-uno-mega-or-raspberry-pi-with-screws-just-acrylic-holder-7632?page=33
